Date,Open,High,Low,Close,Adj Close,Volume
2017-01-09,162.330002,162.479996,160.720001,160.970001,137.900543,2318300
2017-01-10,160.580002,162.410004,160.509995,161.660004,138.491684,1477900
2017-01-11,161.470001,162.380005,160.350006,161.539993,138.388901,1378300
2017-01-12,161.350006,161.960007,160.669998,161.869995,138.671539,1296900
2017-01-13,161.990005,162.130005,161.350006,161.860001,138.662979,1250100
2017-01-17,161.850006,164.250000,161.669998,163.809998,140.333542,2430500
2017-01-18,163.649994,164.380005,162.589996,164.270004,140.727615,1834700
2017-01-19,164.179993,164.800003,163.559998,163.699997,140.239273,1980400
2017-01-20,164.389999,164.770004,163.229996,164.240005,140.701874,1897100
2017-01-23,164.050003,164.350006,162.169998,163.009995,139.648178,1421600
2017-01-24,163.229996,163.820007,162.960007,163.669998,140.213593,1347400
2017-01-25,164.199997,164.750000,163.899994,164.139999,140.616196,1299200
2017-01-26,164.339996,164.440002,163.399994,164.070007,140.556305,1180000
2017-01-27,164.559998,164.580002,160.710007,162.059998,138.834305,2341100
2017-01-30,162.029999,163.289993,160.600006,163.250000,139.853775,2149800
2017-01-31,162.490005,164.000000,162.350006,163.949997,140.453445,1796600
2017-02-01,163.839996,163.949997,161.809998,161.860001,138.662979,2219700
2017-02-02,166.839996,168.880005,166.160004,168.149994,144.051529,5816300
2017-02-03,167.720001,168.839996,167.149994,168.320007,144.197159,3227700
2017-02-06,168.179993,168.179993,166.710007,167.029999,143.092041,2172800
2017-02-07,167.529999,168.080002,166.529999,167.520004,143.511810,2732600
2017-02-08,167.500000,168.570007,167.500000,168.419998,144.671463,2089900
2017-02-09,168.449997,171.419998,168.169998,170.960007,146.853317,2606900
2017-02-10,171.649994,172.270004,170.270004,172.000000,147.746689,2070000
2017-02-13,172.490005,172.490005,170.779999,171.960007,147.712357,2272200
2017-02-14,171.660004,173.639999,171.550003,173.630005,149.146774,2244700
2017-02-15,173.179993,175.000000,173.059998,175.000000,150.323654,2346500
2017-02-16,175.100006,175.830002,174.509995,175.750000,150.967850,2206500
2017-02-17,175.470001,176.500000,174.479996,175.860001,151.062347,2424400
2017-02-21,176.550003,177.000000,176.000000,176.940002,151.990097,2317000
2017-02-22,177.070007,177.089996,175.070007,176.509995,151.620712,1815200
2017-02-23,176.520004,177.039993,175.210007,175.850006,151.053818,2599900
2017-02-24,175.220001,177.710007,175.119995,177.559998,152.522629,1684300
2017-02-27,177.330002,177.850006,176.550003,177.619995,152.574188,2340400
2017-02-28,176.949997,177.869995,175.479996,177.179993,152.196243,2992100
2017-03-01,177.369995,178.710007,177.220001,177.860001,152.780380,2352300
2017-03-02,177.500000,178.250000,176.509995,177.979996,152.883438,3190300
2017-03-03,170.699997,171.889999,169.899994,170.259995,146.251999,10396500
2017-03-06,169.410004,170.330002,166.110001,166.729996,143.219772,5793600
2017-03-07,166.539993,168.619995,166.539993,167.000000,143.451721,2811900
2017-03-08,167.000000,167.410004,166.160004,166.240005,142.798889,2375900
2017-03-09,166.399994,166.789993,165.119995,165.770004,142.395126,1993700
2017-03-10,166.490005,166.500000,164.979996,165.369995,142.051575,2164200
2017-03-13,164.850006,165.110001,164.300003,164.550003,141.347214,2127700
2017-03-14,164.210007,165.320007,164.100006,165.240005,141.939896,1974400
2017-03-15,165.570007,166.539993,164.830002,166.539993,143.056564,2079700
2017-03-16,166.779999,167.669998,166.259995,167.059998,143.503250,2726600
2017-03-17,168.059998,168.350006,167.070007,167.809998,144.147507,3976000
2017-03-20,167.759995,168.289993,166.800003,167.440002,143.829712,1603300
2017-03-21,167.509995,168.800003,166.649994,166.779999,143.262756,2241900
2017-03-22,167.320007,167.970001,167.039993,167.679993,144.035797,1534200
2017-03-23,168.000000,168.419998,166.429993,166.899994,143.365768,1430500
2017-03-24,167.369995,167.460007,165.660004,166.020004,142.609894,1410400
2017-03-27,165.529999,166.320007,165.320007,166.149994,142.721573,1212300
2017-03-28,166.110001,167.050003,165.149994,166.770004,143.254135,1446400
2017-03-29,166.279999,167.479996,166.149994,167.429993,143.821045,1216700
2017-03-30,167.300003,168.179993,166.759995,167.889999,144.216171,1034000
2017-03-31,167.589996,168.169998,167.130005,167.690002,144.044418,1720300
2017-04-03,167.740005,168.300003,166.399994,166.699997,143.194016,1547900
2017-04-04,166.600006,167.320007,166.110001,167.250000,143.666443,1322400
2017-04-05,167.289993,168.399994,166.720001,167.000000,143.451721,1715200
2017-04-06,169.679993,172.110001,169.309998,170.020004,146.045883,3313800
2017-04-07,169.699997,171.000000,169.429993,170.619995,146.561218,1510000
2017-04-10,170.199997,171.570007,169.850006,171.220001,147.076706,2002300
2017-04-11,170.789993,171.440002,169.630005,170.630005,146.569870,1191400
2017-04-12,171.429993,171.449997,169.690002,170.169998,146.174698,1422300
2017-04-13,170.050003,170.619995,168.800003,168.839996,145.032257,1422500
2017-04-17,168.770004,169.750000,168.710007,169.699997,145.770981,1504100
2017-04-18,170.050003,170.320007,169.470001,170.130005,146.140366,1542700
2017-04-19,170.880005,170.929993,169.820007,170.059998,146.080246,1441300
2017-04-20,170.330002,171.179993,169.949997,170.149994,146.157547,1933600
2017-04-21,171.520004,171.880005,170.639999,170.770004,146.690125,2257900
